上海景格信息科技有限公司,31010774925685X,徐丽娟,无,交通路4711号11楼,,  □  接口基础版                    □  接口标准版                                                  ,金额：   990   元    ■ 已付款                   □安装时付款                   ,
上海景格汽车科技有限公司,,徐丽娟,无,交通路4711号11楼,,  □  接口基础版                    □  接口标准版                                                  ,金额：   990   元    ■ 已付款                   □安装时付款                   ,
上海思百吉仪器系统有限公司（2）,,吴敏,无,宜山路1698号102室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   5750   元    ■ 已付款                   □安装时付款                   ,
 上海庆良电子有限公司,31011460730465X,杨小姐,,嘉定区外冈宝钱公路5888弄18号,无,  ■  接口基础版                    □  接口标准版                                                  ,金额：   14000   元    ■ 已付款                   □安装时付款                   ,
远东国际租赁有限公司（1-9）,,张芸,无,世纪大道88号金茂大厦32.33.35.36楼,50490099-5030,  ■  接口基础版                    □  接口标准版                                                  ,金额：   178200   元    ■ 已付款                   □安装时付款                   ,
均辉国际货运代理（上海）有限公司,,袁,无,浦东新区福山路458号同盛大厦14楼A座,,  □  接口基础版                    □  接口标准版                                                  ,金额：   990   元    ■ 已付款                   □安装时付款                   ,
上海欣科医药有限公司,,财务,无,春东路528号,,  □  接口基础版                    □  接口标准版                                                  ,金额：   990   元    ■ 已付款                   □安装时付款                   ,
百度（中国）有限公司,,张小姐,无,安远路555号10楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800   元    ■ 已付款                   □安装时付款                   ,
上海径捷国际物流有限公司,,蒋宵靖,无,杨树浦路248号6B室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800   元    ■ 已付款                   □安装时付款                   ,
上海电力通信有限公司,,潘庆辉,无,长宁路2032号,无,  ■  接口基础版                    □  接口标准版                                                  ,金额：   5120   元    □ 已付款                   ■安装时付款                   ,
上海百浮纺织品有限公司,,财务,无,景联路399号,无,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800   元    ■ 已付款                   □安装时付款                   ,
上海沪申苏宁电器有限公司,,财务,无,吴中路729号,无,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0   元    □ 已付款                   □安装时付款                   ,
凯饶泰（上海）贸易有限公司,,张,无,天山路18号404室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800   元    ■ 已付款                   □安装时付款                   ,
上海电气租赁有限公司,31011577932805X,解先生,无,江宁路212号6楼,52895577-308,  ■  接口基础版                    □  接口标准版                                                  ,金额：  7200   元    ■ 已付款                   □安装时付款                   ,
上海冠生园食品供销有限公司（0.2）,,倪清,无,新闸路1458号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   39600   元    ■ 已付款                   □安装时付款                   ,
上海毕诚电子有限公司,,何先生,无,钦州北路1199号87栋6楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800   元    ■ 已付款                   □安装时付款                   ,
中日国际轮渡有限公司,,白莉玲,无,东大名路908号18楼C-G座,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800   元    ■ 已付款                   □安装时付款                   ,
上海富艺商贸有限公司,,邱炜,,海塘二路118号1号楼,,  □  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
超霸电池商贸(上海)有限公司,,许婷婷,,延安东路175号407-409室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   6400    元    ■ 已付款                   □安装时付款                   ,
友讯电子设备（上海）有限公司,,徐烨,52068899-6105,外高桥保税区日京东路38号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   600    元    ■ 已付款                   □安装时付款                   ,
上海双牌铝业有限公司,,浦东南路360号27楼B座,,王先生,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   6400    元    ■ 已付款                   □安装时付款                   ,
上海锋铂国际贸易有限公司,,浦东南路360号27楼,,王先生,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   6400    元    ■ 已付款                   □安装时付款                   ,
上海众力投资发展有限公司 ,,沈玉明,,金山金舸路600号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海爱信诺航天信息有限公司（分六） ,,陆琴,,,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
宇旭时装（上海）有限公司（分一） ,31011275315723X,金贤洙,61135858-1522,虹梅路2005号3楼5层,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海莆格贸易有限公司 ,,陈丽昀,,吴中路1221号3楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海圆迈贸易有限公司 （4-5）,,邢华,,叶城路912号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上港物流金属仓储（上海）有限公司 ,,财务,,宝山区中达路240号,,  □  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上港集团物流有限公司 兴宝仓储分公司,,杨海燕,,宝山区安达路240号,,  □  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
国药控股股份有限公司（1.2.3.5.6） ,,郑静,,康宁路1089号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海迪亚零售有限公司 ,,林小姐,50368282-231,浦东大道720号国际航运金融大厦7楼E-G,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海中纺物产发展有限公司,,邹靖,,延安西路1288号33楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
赛乐尔三益乐器（上海）有限公司,,秦海年,,环城北路753号 ,,  □  接口基础版                    □  接口标准版                                                  ,金额：  990    元    ■ 已付款                   □安装时付款                   ,
上海浦江缆索股份有限公司 ,,周旭峰,58776577-203,浦东南路1036号4B,,  □  接口基础版                    □  接口标准版                                                  ,金额：  990    元    ■ 已付款                   □安装时付款                   ,
上海宝钢国际货运代理有限公司 ,,李婧,,宝山区宝杨路800号附楼706,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
德莎国际货运代理（上海）有限公司 ,,陶永红,32174790-2018,仙霞路333号16楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
海连（中国）国际货运有限公司 ,,钟,,北京东路668号西楼95室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
全球国际货运代理（中国）有限公司 ,,朱珂瑾,,黄浦区西藏中路268号来福士广场商务楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海万硕国际货运代理有限公司（0-1） ,,傅国栋,,黄浦路99号,26021766,  ■  接口基础版                    □  接口标准版                                                  ,金额：   39600    元    ■ 已付款                   □安装时付款                   ,
上海万升国际货运代理有限公司（0-2） ,,傅国栋,,黄浦路99号,26021766,  ■  接口基础版                    □  接口标准版                                                  ,金额：   59400    元    ■ 已付款                   □安装时付款                   ,
思爱普（北京）软件系统有限公司上海分公司,310101X07245932,黎燕,,南京西路388号仙乐斯广场31楼,33024898-3329,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
上海易饰嘉网络科技有限公司（5-15） ,,财务,,长逸路,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   80300    元    ■ 已付款                   □安装时付款                   ,
上海阳毅新型门窗有限公司 ,,张老师,,通协路1号,,  □  接口基础版                    □  接口标准版                                                  ,金额：  990    元    ■ 已付款                   □安装时付款                   ,
上海长航电缆有限公司 ,,孙老师,,友东路258-288号,,  □  接口基础版                    □  接口标准版                                                  ,金额：  990    元    ■ 已付款                   □安装时付款                   ,
捷赫（上海）电子有限公司 ,31011269882676X,财务,,漕溪北路41号27F座,64388166,  □  接口基础版                    □  接口标准版                                                  ,金额：  990    元    ■ 已付款                   □安装时付款                   ,
同济大学建筑设计研究院（集团）有限公司 ,31011013328457X,徐逸庆,,四平路1230号同济设计院市场经营部112,,  □  接口基础版                    □  接口标准版                                                  ,金额：  990    元    ■ 已付款                   □安装时付款                   ,
上海集华国际货运代理有限公司 ,,杨纲,,武进路289号521室,63092421,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海仪电科学仪器股份有限公司 ,,俞园,,嘉定区安亭镇园大路5号,39506410,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海远新国际运输有限公司,,顾永珍,,宝山区抚远路68号,65418052,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
恒信金融租赁有限公司 ,,许,,黄浦区南京东路300号名人商业大厦10楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
上海远泽化工物流发展有限公司 ,,翁亮,,欧阳路85号20楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
联合包裹物流（上海）有限公司 ,,崔,,浦建路1000号3楼,61057848,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
优比速包裹运送（广东）有限公司上海分公司（0-2）,,崔,,浦建路1000号3楼,61057848,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海经贸山九储运有限公司,,陈浩,,上海外高桥保税区物流园区申非路C2-4,38751649,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
嘉达货运代理有限公司,,贺晓雯,,威海路48号10楼G座,53857722-146,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
小松(中国)融资租赁有限公司,,周小姐,,陆家嘴环路1000号32楼,68414567*707,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
欧喜投资（中国）有限公司 ,,财务,,宜山路889号501单元,54012266-256,  ■  接口基础版                    □  接口标准版                                                  ,金额：   9800    元    ■ 已付款                   □安装时付款                   ,
菱重家用空调系统（上海)有限公司,,赵雪艳,,长宁区延安西路2299号2903-2904室,62363030-821,  ■  接口基础版                    □  接口标准版                                                  ,金额：   9800    元    ■ 已付款                   □安装时付款                   ,
嘉华金属（上海）有限公司 ,,许小姐,,涞坊路2218室,67696783-2809,  ■  接口基础版                    □  接口标准版                                                  ,金额：   9800    元    ■ 已付款                   □安装时付款                   ,
上海易锦集装箱服务有限公司 ,,韩晓安,,宝山区月春路89号,,  □  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海相宜本草化妆品股份有限公司（0-2）,,沈健,,虹口区武进路360号29-31楼,61839532,  ■  接口基础版                    □  接口标准版                                                  ,金额：   18700    元    ■ 已付款                   □安装时付款                   ,
上海相宜本草科技发展有限公司,,沈健,,虹口区武进路360号29-31楼,61839532,  ■  接口基础版                    □  接口标准版                                                  ,金额：   7200    元    ■ 已付款                   □安装时付款                   ,
陆逊梯卡（上海）商贸有限公司 ,,张会,,虹桥路3号2座3006室,24113878,  ■  接口基础版                    □  接口标准版                                                  ,金额：   7200    元    ■ 已付款                   □安装时付款                   ,
保点贸易（上海）有限公司 ,,钟佩,,江宁路212号凯迪克大厦21楼,22312531,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海星瀚船务代理有限公司 ,,杨燕,,福建中路188号406室,51527136,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海怡定和国际船务代理有限公司 ,,沈,,九江路686号9楼,23215318,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海高雅实业有限公司,,财务,,常和路613弄,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
柯尼卡美能达办公系统(中国)有限公司（0-1）,,商小姐,,淮海中路98号18楼,23210600-2108,  ■  接口基础版                    □  接口标准版                                                  ,金额：   12950    元    ■ 已付款                   □安装时付款                   ,
优比速包裹运送（广东）有限公司上海分公司（3）,,崔 ,,浦建路1000号3楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海星全华物流有限公司 ,,陈戟,,长阳路235号27F,61811993,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
海连（中国）国际货运有限公司,,钟,,北京东路668号西楼95室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
上海音曲服饰有限公司,,李老师,,宜山路1289号B楼401室,34618910,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
住友重机械减速机(中国)有限公司上海分公司（分1）,310106X07286371,苏老师,,宜山路1698号1304室,34627877*235,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
达飞物流（中国）有限公司（0-3）,,林海峰,,九江路288号宏伊国际广场20楼,23069303,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海佰渡国际货物运输代理有限公司 ,,沈正超,,黄浦区汉口路515号809室,63615087,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
瀚钰通国际货运代理（上海）有限公司,,陆中滔,,金沪路278号4-3幢 ,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   9900    元    ■ 已付款                   □安装时付款                   ,
上海瀚钰通货运代理有限公司,,陆中滔,,金沪路278号4-3幢 ,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   9900    元    ■ 已付款                   □安装时付款                   ,
伊姆普瑞贸易（上海）有限公司,,林佳丽,,建业路315弄4号一层A区二层,32556780-766,  ■  接口基础版                    □  接口标准版                                                  ,金额：   7200    元    ■ 已付款                   □安装时付款                   ,
基伊埃工程技术（中国）有限公司,,吴斌,,闵行区鹤翔路99号A幢,24082288-615,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
上海强生有限公司（分1）,,林海,,闵行区南雅路120号,64632452,  ■  接口基础版                    □  接口标准版                                                  ,金额：   4700    元    ■ 已付款                   □安装时付款                   ,
美联信金融租赁有限公司 ,31011571092104X,周国斌,,福山路500号城建大厦18楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海经贸山九储运有限公司（分1）,,陈浩,,上海外高桥保税区物流园区申非路C2-4,38751649,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海大众交通国际物流有限公司（1） ,31011263078660x,财务,,浦东机场1号航站楼,68345129,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海万盟商贸有限公司 ,,陈女士,,松江区车墩镇留业路99号8栋2楼,57601961,  ■  接口基础版                    □  接口标准版                                                  ,金额：   9800    元    ■ 已付款                   □安装时付款                   ,
上海内外特浪速运输代理有限公司（0-1）,,刘鸣华,,延安东路618号10楼C座,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   39600    元    ■ 已付款                   □安装时付款                   ,
上海福伦广告有限公司,,财务,,乌鲁木齐北路505号601室,32140204,  □  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
保点贸易（上海）有限公司 ,,钟佩,,江宁路212号凯迪克大厦21楼,22312531,  ■  接口基础版                    □  接口标准版                                                  ,金额：   9800    元    ■ 已付款                   □安装时付款                   ,
神龙汽车有限公司上海东风雪铁龙销售分公司,,邢先生,,红宝石路500号A栋1701室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海金鹏国际货运有限公司（分1）,,袁思捷,,虹口区溧阳路1088号401室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   4700    元    ■ 已付款                   □安装时付款                   ,
国誉商业（上海）有限公司（6-7）,,郑佳君,,普陀区祁连山路1035弄56号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海鹿骋金属材料有限公司,,冯春和,,杨浦区四平路2500号2001室,65428245,  ■  接口基础版                    □  接口标准版                                                  ,金额：  6400    元    ■ 已付款                   □安装时付款                   ,
上海亚东洋山供应链管理服务有限公司,31011555157932X,俞振杰,,延安东路45号16楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海传盛国际货运有限公司（1）,31011577094901X,刘晶,,浦东机场 ,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
日一新国际货运代理（上海）有限公司,,殷颖,,浦东新区东方路710号汤臣金融大厦1109室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海经提国际物流有限公司,,曹晨,,杨树浦路248号6B,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
山业（上海）商贸有限公司,,财务,,吴中路686弄2号E座6楼08室,54225928-310,  ■  接口基础版                    □  接口标准版                                                  ,金额：  9800    元    ■ 已付款                   □安装时付款                   ,
上海定展航运有限公司（0-1）,,涂惠芸,,长宁区愚园路1258号1301-1302.1312室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   39600    元    ■ 已付款                   □安装时付款                   ,
上海恒逸聚酯纤维有限公司（1）,,邱建林,,化学工业区目华北路333号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   4700    元    ■ 已付款                   □安装时付款                   ,
北京德华京诚电子商务有限公司上海分公司,,于小姐,,青浦区嘉松中路1085号,69792679,  ■  接口基础版                    □  接口标准版                                                  ,金额：  9800    元    ■ 已付款                   □安装时付款                   ,
上海肯高商贸有限公司,,陈小姐,,淮海中路755号新华联大厦东13D,64458926,  ■  接口基础版                    □  接口标准版                                                  ,金额：  9800    元    ■ 已付款                   □安装时付款                   ,
松下电器（中国）有限公司上海第二分公司,,马静洁,,淮海中路2-8号27楼01-02A室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海碧恋云贸易有限公司,,赵山,,长乐路400号510室,54660866,  ■  接口基础版                    □  接口标准版                                                  ,金额：  9800    元    ■ 已付款                   □安装时付款                   ,
上海亿骏国际货物运输代理有限公司,,秦嘉俊,,吴中路39号505室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海怡海软件技术有限公司,,曲海鹰,,上海延安西路889号702室,,  □  接口基础版                    □  接口标准版                                                  ,金额：   990    元    ■ 已付款                   □安装时付款                   ,
上海康茂胜自动控制有限公司,,田小姐,,马陆镇双单路717号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
上海前瑾国际货运代理有限公司,,钱,,杨树浦路155号C310,65955788,  □  接口基础版                    □  接口标准版                                                  ,金额：   990    元    ■ 已付款                   □安装时付款                   ,
阪急阪神国际货运（上海）有限公司（0-3）,,冯晔,,仙霞路333号东方维京大厦12楼,32522182-219,  □  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海高雅实业有限公司,,财务,,常和路613弄,,  ■  接口基础版                    □  接口标准版                                                  ,金额：  9800    元    ■ 已付款                   □安装时付款                   ,
上海德祥物流有限公司（1-2）,,俞斌,,宝山区富联路1181号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海海基业高科技有限公司,,钱,,延安西路1030弄16号204室,62120740,  □  接口基础版                    □  接口标准版                                                  ,金额：   990    元    ■ 已付款                   □安装时付款                   ,
钨马商贸（上海）有限公司,,于秀金,,东方路1988号512室,62660844-261,  ■  接口基础版                    □  接口标准版                                                  ,金额：  6400    元    ■ 已付款                   □安装时付款                   ,
上海奥南国际货物运输代理有限公司,,徐,,河南南路1号402室,63375975-281,  ■  接口基础版                    □  接口标准版                                                  ,金额：   19800    元    ■ 已付款                   □安装时付款                   ,
上海融亿达国际物流有限公司 ,,金学每,,广东路500号1907室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
摩派汽车零配件贸易（上海）有限公司,,黄小姐,,红宝石路500号东银中心A座12楼,61927629,  ■  接口基础版                    □  接口标准版                                                  ,金额：  3400    元    ■ 已付款                   □安装时付款                   ,
上海慧桥电气自动化有限公司,,孙佳莹,,青浦区徐泾镇联民路1881号3017,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海仪电科学仪器股份有限公司,,俞园,,嘉定区安亭镇园大路5号,39506410,  ■  接口基础版                    □  接口标准版                                                  ,金额：  6400    元    ■ 已付款                   □安装时付款                   ,
上海福伦广告有限公司,,财务,,乌鲁木齐北路505号601室,32140204,  □  接口基础版                    □  接口标准版                                                  ,金额：   990    元    ■ 已付款                   □安装时付款                   ,
住友重机械减速机（中国）有限公司上海分公司（1）,310106X07286371,苏老师,,宜山路1698号1304室,34627877-235,  ■  接口基础版                    □  接口标准版                                                  ,金额：   4700    元    ■ 已付款                   □安装时付款                   ,
上海莆格贸易有限公司,,陈丽昀,,吴中路1221号3楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：  9800    元    ■ 已付款                   □安装时付款                   ,
上海医盛经营公司,,财务,,新松江路650号第一人民医院南院便民中心,63240090-6626,  ■  接口基础版                    □  接口标准版                                                  ,金额：   12500    元    ■ 已付款                   □安装时付款                   ,
神龙汽车有限公司上海东风雪铁龙销售分公司,,邢先生,,红宝石路500号A栋1701室,,  ■  接口基础版                    □  接口标准版                                                  ,金额：  6400    元    ■ 已付款                   □安装时付款                   ,
百昌国际货运代理（上海）有限公司,,李晶,,武进路360号901-902,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
泛亚汽车技术中心有限公司 ,,张璐玮,,申江路1500号,28917619,  ■  接口基础版                    □  接口标准版                                                  ,金额：  9800    元    ■ 已付款                   □安装时付款                   ,
日邮物流(中国)有限公司（分3）,,诸寒平,,西藏中路268号27楼 ,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
先达国际货运（上海）有限公司,,许海杰,,黄浦路99号2510室,63642582-348,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海东浩外服国际物流有限公司（0-2。4）,,朱铭,,延安中路837号3楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海展濠国际货运代理有限公司（0-1）,,王,,闸北区秣陵路355号,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海老凤祥钻石加工中心有限公司（3）,,朱骥超,,漕溪路270号 ,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海益盟软件技术有限公司,,朱小姐,,徐汇区宜山路926号17F ,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
慧桥电气技术（上海）有限公司,,孙佳莹,,田州路99号新茂大楼3楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   13800    元    ■ 已付款                   □安装时付款                   ,
上海专利商标事务所有限公司（0-1）,,朱新益,,上海市桂平路435号 ,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   39600    元    ■ 已付款                   □安装时付款                   ,
上海大众交通国际物流有限公司洋山分公司（1-3）,,刘欣,,航城路666号,68359440,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
鸿霖国际货运代理（上海）有限公司,31010578781455X,李珺,,延安西路2299号2606室,62367202,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海港城危险品物流有限公司（0-3）,,严,,场高北一路66号,,  □  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
广州市嘉泓国际货运代理有限公司上海分公司,,贺,,威海路48号10楼,53857722-146,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海莲源物流有限公司 ,,,,杨高中路2128号1号,51358888-5885,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海江海国际集装箱物流有限公司（0-1）,,严,,场高北一路66号,,  □  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
上海盈麦国际货物运输代理有限公司,,赵雅静,,虹口区天宝路578号1714室,65155566-211,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
凯帝珂广告（上海）有限公司,31010171785218X,左梦婕,,长乐路989号世纪商贸广场29楼,,  ■  接口基础版                    □  接口标准版                                                  ,金额：   0    元    ■ 已付款                   □安装时付款                   ,
